Test,First,Function,Iterations,GA%,PSO%,GA iterations,PSO iterations,Current iteration,Current Algorithm,Gen/Epoch#,Indv #,X,Y
1,GA,1,20,40.00000000000001%,60.00000000000001%,8.000000000000002,12.000000000000002,5,PSO,5,18,2.193364251194757,4.179806801050532
1,GA,1,20,40.00000000000001%,60.00000000000001%,8.000000000000002,12.000000000000002,5,PSO,5,19,-0.0777614853755697,10.0
1,GA,1,20,40.00000000000001%,60.00000000000001%,8.000000000000002,12.000000000000002,5,PSO,5,20,0.8090938003383411,1.175213092376136
1,GA,1,20,40.00000000000001%,60.00000000000001%,8.000000000000002,12.000000000000002,5,PSO,5,21,0.13387645044992968,1.0753225397801185
1,GA,1,20,40.00000000000001%,60.00000000000001%,8.000000000000002,12.000000000000002,5,PSO,5,22,6.681072786498056,10.0
1,GA,1,20,40.00000000000001%,60.00000000000001%,8.000000000000002,12.000000000000002,5,PSO,5,23,0.15374270675837653,1.0878101871509371
1,GA,1,20,40.00000000000001%,60.00000000000001%,8.000000000000002,12.000000000000002,5,PSO,5,24,7.071988225773102,10.0
1,GA,1,20,40.00000000000001%,60.00000000000001%,8.000000000000002,12.000000000000002,5,PSO,5,25,3.756935019423633,10.0
1,GA,1,20,40.00000000000001%,60.00000000000001%,8.000000000000002,12.000000000000002,5,PSO,5,26,7.3358702727643825,10.0
1,GA,1,20,40.00000000000001%,60.00000000000001%,8.000000000000002,12.000000000000002,5,PSO,5,27,0.8520822394855774,1.6681030691958605
1,GA,1,20,40.00000000000001%,60.00000000000001%,8.000000000000002,12.000000000000002,5,PSO,5,28,9.552378481924157,10.0
1,GA,1,20,40.00000000000001%,60.00000000000001%,8.000000000000002,12.000000000000002,5,PSO,5,29,1.978114201911143,2.320571838839369
1,GA,1,20,40.00000000000001%,60.00000000000001%,8.000000000000002,12.000000000000002,5,PSO,5,30,4.042921190302588,10.0
1,GA,1,20,40.00000000000001%,60.00000000000001%,8.000000000000002,12.000000000000002,5,PSO,5,31,3.2153211896011307,10.0
1,GA,1,20,40.00000000000001%,60.00000000000001%,8.000000000000002,12.000000000000002,5,PSO,5,32,1.0439569155402186,0.18042481711315905
1,GA,1,20,40.00000000000001%,60.00000000000001%,8.000000000000002,12.000000000000002,5,PSO,5,33,5.118416808794704,10.0
1,GA,1,20,40.00000000000001%,60.00000000000001%,8.000000000000002,12.000000000000002,5,PSO,5,34,0.3966710964295239,0.8022266089545118
1,GA,1,20,40.00000000000001%,60.00000000000001%,8.000000000000002,12.000000000000002,5,PSO,5,35,3.4099230612957814,10.0
1,GA,1,20,40.00000000000001%,60.00000000000001%,8.000000000000002,12.000000000000002,5,PSO,5,36,4.346865093566452,10.0
1,GA,1,20,40.00000000000001%,60.00000000000001%,8.000000000000002,12.000000000000002,5,PSO,5,37,0.12963996255422688,1.0725644701963126
1,GA,1,20,40.00000000000001%,60.00000000000001%,8.000000000000002,12.000000000000002,5,PSO,5,38,0.878049290398768,1.8195538722355953
1,GA,1,20,40.00000000000001%,60.00000000000001%,8.000000000000002,12.000000000000002,5,PSO,5,39,8.068235078208328,10.0
1,GA,1,20,40.00000000000001%,60.00000000000001%,8.000000000000002,12.000000000000002,5,PSO,5,40,0.07806339481289992,1.0389917760344476
1,GA,1,20,40.00000000000001%,60.00000000000001%,8.000000000000002,12.000000000000002,5,PSO,5,41,0.7677062078362678,0.5807205640099006
1,GA,1,20,40.00000000000001%,60.00000000000001%,8.000000000000002,12.000000000000002,5,PSO,5,42,-0.3344883762651595,10.0
1,GA,1,20,40.00000000000001%,60.00000000000001%,8.000000000000002,12.000000000000002,5,PSO,5,43,1.1529992350293425,1.2999034700409149
1,GA,1,20,40.00000000000001%,60.00000000000001%,8.000000000000002,12.000000000000002,5,PSO,5,44,2.010813905239301,2.802531105835627
1,GA,1,20,40.00000000000001%,60.00000000000001%,8.000000000000002,12.000000000000002,5,PSO,5,45,3.3215314647345693,10.0
1,GA,1,20,40.00000000000001%,60.00000000000001%,8.000000000000002,12.000000000000002,5,PSO,5,46,2.525732133152775,6.674572419802133
1,GA,1,20,40.00000000000001%,60.00000000000001%,8.000000000000002,12.000000000000002,5,PSO,5,47,6.096376509551673,10.0
1,GA,1,20,40.00000000000001%,60.00000000000001%,8.000000000000002,12.000000000000002,5,PSO,5,48,-2.445621510992387,10.0
1,GA,1,20,40.00000000000001%,60.00000000000001%,8.000000000000002,12.000000000000002,5,PSO,5,49,-2.9402719720984685,10.0
1,GA,1,20,40.00000000000001%,60.00000000000001%,8.000000000000002,12.000000000000002,6,PSO,6,0,4.1677315948273685,10.0
1,GA,1,20,40.00000000000001%,60.00000000000001%,8.000000000000002,12.000000000000002,6,PSO,6,1,-2.385257202974108,10.0
1,GA,1,20,40.00000000000001%,60.00000000000001%,8.000000000000002,12.000000000000002,6,PSO,6,2,3.73819087399397,10.0
1,GA,1,20,40.00000000000001%,60.00000000000001%,8.000000000000002,12.000000000000002,6,PSO,6,3,-3.5571119663945687,10.0
1,GA,1,20,40.00000000000001%,60.00000000000001%,8.000000000000002,12.000000000000002,6,PSO,6,4,-5.159159869797791,10.0
1,GA,1,20,40.00000000000001%,60.00000000000001%,8.000000000000002,12.000000000000002,6,PSO,6,5,-0.4613812847730391,10.0
1,GA,1,20,40.00000000000001%,60.00000000000001%,8.000000000000002,12.000000000000002,6,PSO,6,6,15.618592802316208,10.0
1,GA,1,20,40.00000000000001%,60.00000000000001%,8.000000000000002,12.000000000000002,6,PSO,6,7,-0.22067219613396105,10.0
1,GA,1,20,40.00000000000001%,60.00000000000001%,8.000000000000002,12.000000000000002,6,PSO,6,8,-4.960679643373238,10.0
1,GA,1,20,40.00000000000001%,60.00000000000001%,8.000000000000002,12.000000000000002,6,PSO,6,9,-1.209993156724753,10.0
1,GA,1,20,40.00000000000001%,60.00000000000001%,8.000000000000002,12.000000000000002,6,PSO,6,10,3.9995549140863744,10.0
1,GA,1,20,40.00000000000001%,60.00000000000001%,8.000000000000002,12.000000000000002,6,PSO,6,11,5.098856752833579,10.0
1,GA,1,20,40.00000000000001%,60.00000000000001%,8.000000000000002,12.000000000000002,6,PSO,6,12,-2.501666717961333,10.0
1,GA,1,20,40.00000000000001%,60.00000000000001%,8.000000000000002,12.000000000000002,6,PSO,6,13,-3.1895346346938167,10.0
1,GA,1,20,40.00000000000001%,60.00000000000001%,8.000000000000002,12.000000000000002,6,PSO,6,14,5.735671975923136,10.0
1,GA,1,20,40.00000000000001%,60.00000000000001%,8.000000000000002,12.000000000000002,6,PSO,6,15,2.5123075708791074,6.586530358067786
1,GA,1,20,40.00000000000001%,60.00000000000001%,8.000000000000002,12.000000000000002,6,PSO,6,16,-4.266532100894691,10.0
1,GA,1,20,40.00000000000001%,60.00000000000001%,8.000000000000002,12.000000000000002,6,PSO,6,17,-0.9165141800491963,10.0
1,GA,1,20,40.00000000000001%,60.00000000000001%,8.000000000000002,12.000000000000002,6,PSO,6,18,5.67245437979641,10.0
1,GA,1,20,40.00000000000001%,60.00000000000001%,8.000000000000002,12.000000000000002,6,PSO,6,19,5.672205287216994,10.0
1,GA,1,20,40.00000000000001%,60.00000000000001%,8.000000000000002,12.000000000000002,6,PSO,6,20,0.748625488106696,0.3176123229064673
1,GA,1,20,40.00000000000001%,60.00000000000001%,8.000000000000002,12.000000000000002,6,PSO,6,21,-2.895869821308475,10.0
1,GA,1,20,40.00000000000001%,60.00000000000001%,8.000000000000002,12.000000000000002,6,PSO,6,22,1.3016585913486125,1.367755298641734
1,GA,1,20,40.00000000000001%,60.00000000000001%,8.000000000000002,12.000000000000002,6,PSO,6,23,1.3204102782773872,0.9989264613758966
1,GA,1,20,40.00000000000001%,60.00000000000001%,8.000000000000002,12.000000000000002,6,PSO,6,24,15.53436136510338,10.0
1,GA,1,20,40.00000000000001%,60.00000000000001%,8.000000000000002,12.000000000000002,6,PSO,6,25,11.383919754539562,10.0
1,GA,1,20,40.00000000000001%,60.00000000000001%,8.000000000000002,12.000000000000002,6,PSO,6,26,4.1251687437637345,10.0
1,GA,1,20,40.00000000000001%,60.00000000000001%,8.000000000000002,12.000000000000002,6,PSO,6,27,-6.214847704424013,10.0
1,GA,1,20,40.00000000000001%,60.00000000000001%,8.000000000000002,12.000000000000002,6,PSO,6,28,-10.64532073534882,10.0
1,GA,1,20,40.00000000000001%,60.00000000000001%,8.000000000000002,12.000000000000002,6,PSO,6,29,1.667586569753242,2.79848960803171
1,GA,1,20,40.00000000000001%,60.00000000000001%,8.000000000000002,12.000000000000002,6,PSO,6,30,-1.2026096938573172,10.0
1,GA,1,20,40.00000000000001%,60.00000000000001%,8.000000000000002,12.000000000000002,6,PSO,6,31,-1.1869309558036774,10.0
1,GA,1,20,40.00000000000001%,60.00000000000001%,8.000000000000002,12.000000000000002,6,PSO,6,32,1.8572913522935455,3.1294004102594806
1,GA,1,20,40.00000000000001%,60.00000000000001%,8.000000000000002,12.000000000000002,6,PSO,6,33,5.961025666098543,10.0
1,GA,1,20,40.00000000000001%,60.00000000000001%,8.000000000000002,12.000000000000002,6,PSO,6,34,-1.286621146659507,10.0
1,GA,1,20,40.00000000000001%,60.00000000000001%,8.000000000000002,12.000000000000002,6,PSO,6,35,-0.3080309955303955,10.0
1,GA,1,20,40.00000000000001%,60.00000000000001%,8.000000000000002,12.000000000000002,6,PSO,6,36,-2.551231814006921,10.0
1,GA,1,20,40.00000000000001%,60.00000000000001%,8.000000000000002,12.000000000000002,6,PSO,6,37,0.663456382684203,-0.41985246490842065
1,GA,1,20,40.00000000000001%,60.00000000000001%,8.000000000000002,12.000000000000002,6,PSO,6,38,0.553983799830106,-0.17682243421607774
1,GA,1,20,40.00000000000001%,60.00000000000001%,8.000000000000002,12.000000000000002,6,PSO,6,39,-10.788772695125076,10.0
1,GA,1,20,40.00000000000001%,60.00000000000001%,8.000000000000002,12.000000000000002,6,PSO,6,40,-1.498455612553791,10.0
1,GA,1,20,40.00000000000001%,60.00000000000001%,8.000000000000002,12.000000000000002,6,PSO,6,41,-1.4056335232973929,10.0
1,GA,1,20,40.00000000000001%,60.00000000000001%,8.000000000000002,12.000000000000002,6,PSO,6,42,0.8224733991346692,1.3519547768552411
1,GA,1,20,40.00000000000001%,60.00000000000001%,8.000000000000002,12.000000000000002,6,PSO,6,43,-1.769271258598223,10.0
1,GA,1,20,40.00000000000001%,60.00000000000001%,8.000000000000002,12.000000000000002,6,PSO,6,44,3.499163956022292,10.0
1,GA,1,20,40.00000000000001%,60.00000000000001%,8.000000000000002,12.000000000000002,6,PSO,6,45,-0.9656836834973728,10.0
1,GA,1,20,40.00000000000001%,60.00000000000001%,8.000000000000002,12.000000000000002,6,PSO,6,46,11.107051503250698,10.0
1,GA,1,20,40.00000000000001%,60.00000000000001%,8.000000000000002,12.000000000000002,6,PSO,6,47,0.5761002716999162,-0.30169186209310295
1,GA,1,20,40.00000000000001%,60.00000000000001%,8.000000000000002,12.000000000000002,6,PSO,6,48,-0.44598921172476746,10.0
1,GA,1,20,40.00000000000001%,60.00000000000001%,8.000000000000002,12.000000000000002,6,PSO,6,49,3.07692276434296,10.0
1,GA,1,20,40.00000000000001%,60.00000000000001%,8.000000000000002,12.000000000000002,7,PSO,7,0,-5.721847198653262,10.0
1,GA,1,20,40.00000000000001%,60.00000000000001%,8.000000000000002,12.000000000000002,7,PSO,7,1,-7.381253331674227,10.0
1,GA,1,20,40.00000000000001%,60.00000000000001%,8.000000000000002,12.000000000000002,7,PSO,7,2,2.805826758677922,7.648748729223033
1,GA,1,20,40.00000000000001%,60.00000000000001%,8.000000000000002,12.000000000000002,7,PSO,7,3,2.372509890325775,5.870193908314422
1,GA,1,20,40.00000000000001%,60.00000000000001%,8.000000000000002,12.000000000000002,7,PSO,7,4,3.493972072714878,10.0
1,GA,1,20,40.00000000000001%,60.00000000000001%,8.000000000000002,12.000000000000002,7,PSO,7,5,0.05678570396574556,1.026229646988575
1,GA,1,20,40.00000000000001%,60.00000000000001%,8.000000000000002,12.000000000000002,7,PSO,7,6,3.7220572217645262,10.0
1,GA,1,20,40.00000000000001%,60.00000000000001%,8.000000000000002,12.000000000000002,7,PSO,7,7,-0.5707077651895931,10.0
1,GA,1,20,40.00000000000001%,60.00000000000001%,8.000000000000002,12.000000000000002,7,PSO,7,8,-5.306430459385802,10.0
1,GA,1,20,40.00000000000001%,60.00000000000001%,8.000000000000002,12.000000000000002,7,PSO,7,9,-3.187471483108593,10.0
1,GA,1,20,40.00000000000001%,60.00000000000001%,8.000000000000002,12.000000000000002,7,PSO,7,10,0.548172688915042,-0.14054957701949938
1,GA,1,20,40.00000000000001%,60.00000000000001%,8.000000000000002,12.000000000000002,7,PSO,7,11,4.791779231707798,10.0
1,GA,1,20,40.00000000000001%,60.00000000000001%,8.000000000000002,12.000000000000002,7,PSO,7,12,-0.08040928309096484,10.0
1,GA,1,20,40.00000000000001%,60.00000000000001%,8.000000000000002,12.000000000000002,7,PSO,7,13,-3.7512891910385644,10.0
1,GA,1,20,40.00000000000001%,60.00000000000001%,8.000000000000002,12.000000000000002,7,PSO,7,14,7.661416077674434,10.0
1,GA,1,20,40.00000000000001%,60.00000000000001%,8.000000000000002,12.000000000000002,7,PSO,7,15,-4.6259948824781025,10.0
1,GA,1,20,40.00000000000001%,60.00000000000001%,8.000000000000002,12.000000000000002,7,PSO,7,16,0.03488336501193423,1.014354570826761
1,GA,1,20,40.00000000000001%,60.00000000000001%,8.000000000000002,12.000000000000002,7,PSO,7,17,-3.4024093183846555,10.0
1,GA,1,20,40.00000000000001%,60.00000000000001%,8.000000000000002,12.000000000000002,7,PSO,7,18,0.7061886803765205,-0.15745840650732368
1,GA,1,20,40.00000000000001%,60.00000000000001%,8.000000000000002,12.000000000000002,7,PSO,7,19,4.277932719809207,10.0
1,GA,1,20,40.00000000000001%,60.00000000000001%,8.000000000000002,12.000000000000002,7,PSO,7,20,0.5757103622610085,-0.29970769555283067
1,GA,1,20,40.00000000000001%,60.00000000000001%,8.000000000000002,12.000000000000002,7,PSO,7,21,-0.09185409334417738,10.0
1,GA,1,20,40.00000000000001%,60.00000000000001%,8.000000000000002,12.000000000000002,7,PSO,7,22,-3.4955358948301436,10.0
1,GA,1,20,40.00000000000001%,60.00000000000001%,8.000000000000002,12.000000000000002,7,PSO,7,23,0.3539964923923594,0.9591666042986534
1,GA,1,20,40.00000000000001%,60.00000000000001%,8.000000000000002,12.000000000000002,7,PSO,7,24,4.159152500315233,10.0
1,GA,1,20,40.00000000000001%,60.00000000000001%,8.000000000000002,12.000000000000002,7,PSO,7,25,5.158305511892582,10.0
1,GA,1,20,40.00000000000001%,60.00000000000001%,8.000000000000002,12.000000000000002,7,PSO,7,26,1.678126076096981,3.0827845542861767
1,GA,1,20,40.00000000000001%,60.00000000000001%,8.000000000000002,12.000000000000002,7,PSO,7,27,2.102748641829521,4.073939648141773
1,GA,1,20,40.00000000000001%,60.00000000000001%,8.000000000000002,12.000000000000002,7,PSO,7,28,4.973083095677559,10.0
1,GA,1,20,40.00000000000001%,60.00000000000001%,8.000000000000002,12.000000000000002,7,PSO,7,29,0.8300034394542767,1.4436957458146542
1,GA,1,20,40.00000000000001%,60.00000000000001%,8.000000000000002,12.000000000000002,7,PSO,7,30,-0.1583527593747216,10.0
1,GA,1,20,40.00000000000001%,60.00000000000001%,8.000000000000002,12.000000000000002,7,PSO,7,31,-2.798660216300138,10.0
1,GA,1,20,40.00000000000001%,60.00000000000001%,8.000000000000002,12.000000000000002,7,PSO,7,32,0.798829931648724,1.0311713410898464
1,GA,1,20,40.00000000000001%,60.00000000000001%,8.000000000000002,12.000000000000002,7,PSO,7,33,-2.197849728407485,10.0
1,GA,1,20,40.00000000000001%,60.00000000000001%,8.000000000000002,12.000000000000002,7,PSO,7,34,-0.7242765821428161,10.0
1,GA,1,20,40.00000000000001%,60.00000000000001%,8.000000000000002,12.000000000000002,7,PSO,7,35,-2.2305028450744486,10.0
1,GA,1,20,40.00000000000001%,60.00000000000001%,8.000000000000002,12.000000000000002,7,PSO,7,36,-0.3483144120730475,10.0
1,GA,1,20,40.00000000000001%,60.00000000000001%,8.000000000000002,12.000000000000002,7,PSO,7,37,0.19908290595087058,1.1101133441547364
1,GA,1,20,40.00000000000001%,60.00000000000001%,8.000000000000002,12.000000000000002,7,PSO,7,38,-0.32413197510145564,10.0
1,GA,1,20,40.00000000000001%,60.00000000000001%,8.000000000000002,12.000000000000002,7,PSO,7,39,0.9963988192768767,0.7551614797761048
1,GA,1,20,40.00000000000001%,60.00000000000001%,8.000000000000002,12.000000000000002,7,PSO,7,40,-0.17427001490535488,10.0
1,GA,1,20,40.00000000000001%,60.00000000000001%,8.000000000000002,12.000000000000002,7,PSO,7,41,0.22210238475068844,1.1153386080343568
1,GA,1,20,40.00000000000001%,60.00000000000001%,8.000000000000002,12.000000000000002,7,PSO,7,42,0.9240329644001699,1.7130385207217995
1,GA,1,20,40.00000000000001%,60.00000000000001%,8.000000000000002,12.000000000000002,7,PSO,7,43,-0.13179448149199247,10.0
1,GA,1,20,40.00000000000001%,60.00000000000001%,8.000000000000002,12.000000000000002,7,PSO,7,44,1.753779367501032,2.587057266885937
1,GA,1,20,40.00000000000001%,60.00000000000001%,8.000000000000002,12.000000000000002,7,PSO,7,45,1.9319568174657338,3.4547543507959895
1,GA,1,20,40.00000000000001%,60.00000000000001%,8.000000000000002,12.000000000000002,7,PSO,7,46,10.700596082654375,10.0
1,GA,1,20,40.00000000000001%,60.00000000000001%,8.000000000000002,12.000000000000002,7,PSO,7,47,-4.004313678603541,10.0
1,GA,1,20,40.00000000000001%,60.00000000000001%,8.000000000000002,12.000000000000002,7,PSO,7,48,3.3848036840550706,10.0
1,GA,1,20,40.00000000000001%,60.00000000000001%,8.000000000000002,12.000000000000002,7,PSO,7,49,4.31125352874364,10.0
1,GA,1,20,40.00000000000001%,60.00000000000001%,8.000000000000002,12.000000000000002,8,PSO,8,0,-0.9653723136655055,10.0
1,GA,1,20,40.00000000000001%,60.00000000000001%,8.000000000000002,12.000000000000002,8,PSO,8,1,-5.980699279460586,10.0
1,GA,1,20,40.00000000000001%,60.00000000000001%,8.000000000000002,12.000000000000002,8,PSO,8,2,-0.6745859262243621,10.0
1,GA,1,20,40.00000000000001%,60.00000000000001%,8.000000000000002,12.000000000000002,8,PSO,8,3,5.625156351319155,10.0
1,GA,1,20,40.00000000000001%,60.00000000000001%,8.000000000000002,12.000000000000002,8,PSO,8,4,8.850584225198741,10.0
1,GA,1,20,40.00000000000001%,60.00000000000001%,8.000000000000002,12.000000000000002,8,PSO,8,5,0.44801316077057274,0.5312571119649818
1,GA,1,20,40.00000000000001%,60.00000000000001%,8.000000000000002,12.000000000000002,8,PSO,8,6,0.398380472280063,0.7946215172592317
1,GA,1,20,40.00000000000001%,60.00000000000001%,8.000000000000002,12.000000000000002,8,PSO,8,7,3.5209713005898893,10.0
1,GA,1,20,40.00000000000001%,60.00000000000001%,8.000000000000002,12.000000000000002,8,PSO,8,8,2.5866658295529588,5.064999064521853
1,GA,1,20,40.00000000000001%,60.00000000000001%,8.000000000000002,12.000000000000002,8,PSO,8,9,1.8915091623940339,3.984991925212212
1,GA,1,20,40.00000000000001%,60.00000000000001%,8.000000000000002,12.000000000000002,8,PSO,8,10,-2.0423302917499706,10.0
1,GA,1,20,40.00000000000001%,60.00000000000001%,8.000000000000002,12.000000000000002,8,PSO,8,11,-3.5188096877296573,10.0
1,GA,1,20,40.00000000000001%,60.00000000000001%,8.000000000000002,12.000000000000002,8,PSO,8,12,3.03943495491726,9.549115274066507
1,GA,1,20,40.00000000000001%,60.00000000000001%,8.000000000000002,12.000000000000002,8,PSO,8,13,1.9003482483458347,4.0172381134298325
1,GA,1,20,40.00000000000001%,60.00000000000001%,8.000000000000002,12.000000000000002,8,PSO,8,14,-4.180836883867706,10.0
1,GA,1,20,40.00000000000001%,60.00000000000001%,8.000000000000002,12.000000000000002,8,PSO,8,15,-6.610555927759221,10.0
1,GA,1,20,40.00000000000001%,60.00000000000001%,8.000000000000002,12.000000000000002,8,PSO,8,16,3.2161899362565984,10.0
1,GA,1,20,40.00000000000001%,60.00000000000001%,8.000000000000002,12.000000000000002,8,PSO,8,17,2.956794656085305,7.641651281822394
1,GA,1,20,40.00000000000001%,60.00000000000001%,8.000000000000002,12.000000000000002,8,PSO,8,18,-3.3723503573946054,10.0
1,GA,1,20,40.00000000000001%,60.00000000000001%,8.000000000000002,12.000000000000002,8,PSO,8,19,1.9903197016897058,2.3460311604494177
1,GA,1,20,40.00000000000001%,60.00000000000001%,8.000000000000002,12.000000000000002,8,PSO,8,20,0.3842103149415553,0.8545800376316505
1,GA,1,20,40.00000000000001%,60.00000000000001%,8.000000000000002,12.000000000000002,8,PSO,8,21,2.4215573388580247,4.883813767311494
1,GA,1,20,40.00000000000001%,60.00000000000001%,8.000000000000002,12.000000000000002,8,PSO,8,22,-5.7867676260990475,10.0
1,GA,1,20,40.00000000000001%,60.00000000000001%,8.000000000000002,12.000000000000002,8,PSO,8,23,-0.4733047760476836,10.0
1,GA,1,20,40.00000000000001%,60.00000000000001%,8.000000000000002,12.000000000000002,8,PSO,8,24,-4.6633330869300345,10.0
1,GA,1,20,40.00000000000001%,60.00000000000001%,8.000000000000002,12.000000000000002,8,PSO,8,25,-1.9612676470295218,10.0
1,GA,1,20,40.00000000000001%,60.00000000000001%,8.000000000000002,12.000000000000002,8,PSO,8,26,-1.1694865021005887,10.0
1,GA,1,20,40.00000000000001%,60.00000000000001%,8.000000000000002,12.000000000000002,8,PSO,8,27,4.747964520642775,10.0
1,GA,1,20,40.00000000000001%,60.00000000000001%,8.000000000000002,12.000000000000002,8,PSO,8,28,8.32734398980221,10.0
1,GA,1,20,40.00000000000001%,60.00000000000001%,8.000000000000002,12.000000000000002,8,PSO,8,29,0.7021113898733414,-0.19254100091895854
1,GA,1,20,40.00000000000001%,60.00000000000001%,8.000000000000002,12.000000000000002,8,PSO,8,30,2.882936624242181,8.716139606714327
1,GA,1,20,40.00000000000001%,60.00000000000001%,8.000000000000002,12.000000000000002,8,PSO,8,31,2.6983245701047553,6.113820641036952
1,GA,1,20,40.00000000000001%,60.00000000000001%,8.000000000000002,12.000000000000002,8,PSO,8,32,-0.47024898505987833,10.0
1,GA,1,20,40.00000000000001%,60.00000000000001%,8.000000000000002,12.000000000000002,8,PSO,8,33,-6.868547415417957,10.0
1,GA,1,20,40.00000000000001%,60.00000000000001%,8.000000000000002,12.000000000000002,8,PSO,8,34,0.900571958875525,1.829972842290001
1,GA,1,20,40.00000000000001%,60.00000000000001%,8.000000000000002,12.000000000000002,8,PSO,8,35,-0.07138340570845125,10.0
1,GA,1,20,40.00000000000001%,60.00000000000001%,8.000000000000002,12.000000000000002,8,PSO,8,36,4.219514236912927,10.0
1,GA,1,20,40.00000000000001%,60.00000000000001%,8.000000000000002,12.000000000000002,8,PSO,8,37,0.4485496968911855,0.527995107690585
1,GA,1,20,40.00000000000001%,60.00000000000001%,8.000000000000002,12.000000000000002,8,PSO,8,38,-0.1685942272691736,10.0
1,GA,1,20,40.00000000000001%,60.00000000000001%,8.000000000000002,12.000000000000002,8,PSO,8,39,8.540753225195525,10.0
1,GA,1,20,40.00000000000001%,60.00000000000001%,8.000000000000002,12.000000000000002,8,PSO,8,40,1.1945852008797428,2.1111744534113526
1,GA,1,20,40.00000000000001%,60.00000000000001%,8.000000000000002,12.000000000000002,8,PSO,8,41,1.4868414736148114,2.901407693077827
1,GA,1,20,40.00000000000001%,60.00000000000001%,8.000000000000002,12.000000000000002,8,PSO,8,42,-0.19624273574241102,10.0
1,GA,1,20,40.00000000000001%,60.00000000000001%,8.000000000000002,12.000000000000002,8,PSO,8,43,2.661886039866755,7.4110728284167475
1,GA,1,20,40.00000000000001%,60.00000000000001%,8.000000000000002,12.000000000000002,8,PSO,8,44,-1.4811902222511804,10.0
1,GA,1,20,40.00000000000001%,60.00000000000001%,8.000000000000002,12.000000000000002,8,PSO,8,45,3.3640478292471085,10.0
1,GA,1,20,40.00000000000001%,60.00000000000001%,8.000000000000002,12.000000000000002,8,PSO,8,46,-3.1058083966844503,10.0
1,GA,1,20,40.00000000000001%,60.00000000000001%,8.000000000000002,12.000000000000002,8,PSO,8,47,4.883976230744583,10.0
1,GA,1,20,40.00000000000001%,60.00000000000001%,8.000000000000002,12.000000000000002,8,PSO,8,48,1.6953634038153949,3.3868710889262132
1,GA,1,20,40.00000000000001%,60.00000000000001%,8.000000000000002,12.000000000000002,8,PSO,8,49,-1.9679847012522416,10.0
1,GA,1,20,40.00000000000001%,60.00000000000001%,8.000000000000002,12.000000000000002,9,PSO,9,0,5.994814835669719,10.0
1,GA,1,20,40.00000000000001%,60.00000000000001%,8.000000000000002,12.000000000000002,9,PSO,9,1,13.844616917068114,10.0
1,GA,1,20,40.00000000000001%,60.00000000000001%,8.000000000000002,12.000000000000002,9,PSO,9,2,-2.210832028240979,10.0
1,GA,1,20,40.00000000000001%,60.00000000000001%,8.000000000000002,12.000000000000002,9,PSO,9,3,-1.5516360971803458,10.0
1,GA,1,20,40.00000000000001%,60.00000000000001%,8.000000000000002,12.000000000000002,9,PSO,9,4,6.446024472665608,10.0
1,GA,1,20,40.00000000000001%,60.00000000000001%,8.000000000000002,12.000000000000002,9,PSO,9,5,0.4133489405598016,0.7237067941564909
1,GA,1,20,40.00000000000001%,60.00000000000001%,8.000000000000002,12.000000000000002,9,PSO,9,6,-2.346284560946959,10.0
1,GA,1,20,40.00000000000001%,60.00000000000001%,8.000000000000002,12.000000000000002,9,PSO,9,7,6.000838807435142,10.0
1,GA,1,20,40.00000000000001%,60.00000000000001%,8.000000000000002,12.000000000000002,9,PSO,9,8,4.763869624184958,10.0
1,GA,1,20,40.00000000000001%,60.00000000000001%,8.000000000000002,12.000000000000002,9,PSO,9,9,8.498574538746903,10.0
1,GA,1,20,40.00000000000001%,60.00000000000001%,8.000000000000002,12.000000000000002,9,PSO,9,10,2.0442472688491122,4.080835511142121
1,GA,1,20,40.00000000000001%,60.00000000000001%,8.000000000000002,12.000000000000002,9,PSO,9,11,-2.7696008143546305,10.0
1,GA,1,20,40.00000000000001%,60.00000000000001%,8.000000000000002,12.000000000000002,9,PSO,9,12,2.0843242918343097,4.535129555924263
1,GA,1,20,40.00000000000001%,60.00000000000001%,8.000000000000002,12.000000000000002,9,PSO,9,13,5.542301650462804,10.0
1,GA,1,20,40.00000000000001%,60.00000000000001%,8.000000000000002,12.000000000000002,9,PSO,9,14,-0.1759433598936342,10.0
1,GA,1,20,40.00000000000001%,60.00000000000001%,8.000000000000002,12.000000000000002,9,PSO,9,15,-5.174271933431803,10.0
1,GA,1,20,40.00000000000001%,60.00000000000001%,8.000000000000002,12.000000000000002,9,PSO,9,16,0.8323210613867094,1.4705715580854806
1,GA,1,20,40.00000000000001%,60.00000000000001%,8.000000000000002,12.000000000000002,9,PSO,9,17,0.6430076884909295,-0.4634581537249802
1,GA,1,20,40.00000000000001%,60.00000000000001%,8.000000000000002,12.000000000000002,9,PSO,9,18,1.3681575616723034,0.6597980401105197
1,GA,1,20,40.00000000000001%,60.00000000000001%,8.000000000000002,12.000000000000002,9,PSO,9,19,-0.5137345306300105,10.0
1,GA,1,20,40.00000000000001%,60.00000000000001%,8.000000000000002,12.000000000000002,9,PSO,9,20,0.2564479397286681,1.1105861036824678
1,GA,1,20,40.00000000000001%,60.00000000000001%,8.000000000000002,12.000000000000002,9,PSO,9,21,2.041315714601683,3.976422911809842
1,GA,1,20,40.00000000000001%,60.00000000000001%,8.000000000000002,12.000000000000002,9,PSO,9,22,6.081751816228531,10.0
1,GA,1,20,40.00000000000001%,60.00000000000001%,8.000000000000002,12.000000000000002,9,PSO,9,23,-0.7900591520797957,10.0
