Test,First,Function,Iterations,GA%,PSO%,GA iterations,PSO iterations,X,Y
1,GA,2,60,40.00000000000001%,60.00000000000001%,24.000000000000004,36.00000000000001,1.5498,-0.6835
1,GA,2,60,20.000000000000007%,80.0%,12.000000000000004,48.0,1.5498,-0.6835
1,PSO,2,60,0.0%,100.0%,0.0,60.0,1.5498,-0.6835
1,PSO,2,60,20.0%,80.0%,12.0,48.0,1.5498,-0.6835
1,PSO,2,60,40.0%,60.00000000000001%,24.0,36.00000000000001,1.5221,-0.4126
1,PSO,2,60,60.00000000000001%,40.00000000000001%,36.00000000000001,24.000000000000004,1.5937,-0.0324
1,PSO,2,60,80.0%,20.000000000000007%,48.0,12.000000000000004,1.5239,-0.4445
1,GA,2,80,100.0%,0.0%,80.0,0.0,0.282,0.3416
1,GA,2,80,80.0%,20.0%,64.0,16.0,1.5492,-0.6833
1,GA,2,80,60.00000000000001%,40.0%,48.00000000000001,32.0,1.5498,-0.6835
1,GA,2,80,40.00000000000001%,60.00000000000001%,32.00000000000001,48.00000000000001,1.5498,-0.6835
1,GA,2,80,20.000000000000007%,80.0%,16.000000000000007,64.0,1.5498,-0.6835
1,PSO,2,80,0.0%,100.0%,0.0,80.0,1.5498,-0.6835
1,PSO,2,80,20.0%,80.0%,16.0,64.0,1.5498,-0.6835
1,PSO,2,80,40.0%,60.00000000000001%,32.0,48.00000000000001,1.4498,0.7658
1,PSO,2,80,60.00000000000001%,40.00000000000001%,48.00000000000001,32.00000000000001,1.5687,-0.5482
1,PSO,2,80,80.0%,20.000000000000007%,64.0,16.000000000000007,0.9512,-0.4752
1,GA,2,100,100.0%,0.0%,100.0,0.0,0.501,0.0542
1,GA,2,100,80.0%,20.0%,80.0,20.0,1.5494,-0.6834
1,GA,2,100,60.00000000000001%,40.0%,60.00000000000001,40.0,1.5498,-0.6835
1,GA,2,100,40.00000000000001%,60.00000000000001%,40.00000000000001,60.00000000000001,1.5498,-0.6835
1,GA,2,100,20.000000000000007%,80.0%,20.000000000000007,80.0,1.5498,-0.6835
1,PSO,2,100,0.0%,100.0%,0.0,100.0,1.5498,-0.6835
1,PSO,2,100,20.0%,80.0%,20.0,80.0,1.5498,-0.6835
1,PSO,2,100,40.0%,60.00000000000001%,40.0,60.00000000000001,1.4498,0.7659
1,PSO,2,100,60.00000000000001%,40.00000000000001%,60.00000000000001,40.00000000000001,1.5448,-0.674
1,PSO,2,100,80.0%,20.000000000000007%,80.0,20.000000000000007,1.6011,0.1583
1,GA,2,20,100.0%,0.0%,20.0,0.0,0.3746,0.0189
1,GA,2,20,80.0%,20.0%,16.0,4.0,1.3394,-0.6192
1,GA,2,20,60.00000000000001%,40.0%,12.000000000000002,8.0,1.5509,-0.683
1,GA,2,20,40.00000000000001%,60.00000000000001%,8.000000000000002,12.000000000000002,1.552,-0.6817
1,GA,2,20,20.000000000000007%,80.0%,4.000000000000002,16.0,1.5499,-0.6835
1,PSO,2,20,0.0%,100.0%,0.0,20.0,1.5509,-0.6831
1,PSO,2,20,20.0%,80.0%,4.0,16.0,1.5493,-0.6834
1,PSO,2,20,40.0%,60.00000000000001%,8.0,12.000000000000002,1.4487,0.7643
1,PSO,2,20,60.00000000000001%,40.00000000000001%,12.000000000000002,8.000000000000002,1.5342,-0.593
1,PSO,2,20,80.0%,20.000000000000007%,16.0,4.000000000000002,1.1509,-0.5747
1,GA,2,40,100.0%,0.0%,40.0,0.0,0.6246,0.2377
1,GA,2,40,80.0%,20.0%,32.0,8.0,1.5461,-0.6782
1,GA,2,40,60.00000000000001%,40.0%,24.000000000000004,16.0,1.5493,-0.6833
1,GA,2,40,40.00000000000001%,60.00000000000001%,16.000000000000004,24.000000000000004,1.5498,-0.6835
1,GA,2,40,20.000000000000007%,80.0%,8.000000000000004,32.0,1.5499,-0.6835
1,PSO,2,40,0.0%,100.0%,0.0,40.0,1.5498,-0.6835
1,PSO,2,40,20.0%,80.0%,8.0,32.0,1.5501,-0.6834
1,PSO,2,40,40.0%,60.00000000000001%,16.0,24.000000000000004,1.5151,-0.2756
1,PSO,2,40,60.00000000000001%,40.00000000000001%,24.000000000000004,16.000000000000004,1.4498,0.7658
1,PSO,2,40,80.0%,20.000000000000007%,32.0,8.000000000000004,1.1509,-0.5747
1,GA,2,60,100.0%,0.0%,60.0,0.0,0.2582,0.4279
1,GA,2,60,80.0%,20.0%,48.0,12.0,1.5504,-0.6834
1,GA,2,60,60.00000000000001%,40.0%,36.00000000000001,24.0,1.55,-0.6835
1,GA,2,60,40.00000000000001%,60.00000000000001%,24.000000000000004,36.00000000000001,1.5498,-0.6835
1,GA,2,60,20.000000000000007%,80.0%,12.000000000000004,48.0,1.5498,-0.6835
1,PSO,2,60,0.0%,100.0%,0.0,60.0,1.5498,-0.6835
1,PSO,2,60,20.0%,80.0%,12.0,48.0,1.5502,-0.6834
1,PSO,2,60,40.0%,60.00000000000001%,24.0,36.00000000000001,1.5886,-0.1584
1,PSO,2,60,60.00000000000001%,40.00000000000001%,36.00000000000001,24.000000000000004,1.5445,-0.6728
1,PSO,2,60,80.0%,20.000000000000007%,48.0,12.000000000000004,1.556,-0.6686
1,GA,2,80,100.0%,0.0%,80.0,0.0,1.3845,-0.3036
1,GA,2,80,80.0%,20.0%,64.0,16.0,1.5571,-0.663
1,GA,2,80,60.00000000000001%,40.0%,48.00000000000001,32.0,1.5498,-0.6835
1,GA,2,80,40.00000000000001%,60.00000000000001%,32.00000000000001,48.00000000000001,1.5498,-0.6835
1,GA,2,80,20.000000000000007%,80.0%,16.000000000000007,64.0,1.5498,-0.6835
1,PSO,2,80,0.0%,100.0%,0.0,80.0,1.5498,-0.6835
1,PSO,2,80,20.0%,80.0%,16.0,64.0,1.5498,-0.6835
1,PSO,2,80,40.0%,60.00000000000001%,32.0,48.00000000000001,1.5009,0.0418
1,PSO,2,80,60.00000000000001%,40.00000000000001%,48.00000000000001,32.00000000000001,1.5184,-0.3426
1,PSO,2,80,80.0%,20.000000000000007%,64.0,16.000000000000007,1.5951,0.0032
1,GA,2,100,100.0%,0.0%,100.0,0.0,0.9091,-0.1275
1,GA,2,100,80.0%,20.0%,80.0,20.0,1.5498,-0.6835
1,GA,2,100,60.00000000000001%,40.0%,60.00000000000001,40.0,1.5499,-0.6835
1,GA,2,100,40.00000000000001%,60.00000000000001%,40.00000000000001,60.00000000000001,1.5498,-0.6835
1,GA,2,100,20.000000000000007%,80.0%,20.000000000000007,80.0,1.5498,-0.6835
1,PSO,2,100,0.0%,100.0%,0.0,100.0,1.5498,-0.6835
1,PSO,2,100,20.0%,80.0%,20.0,80.0,1.5498,-0.6835
1,PSO,2,100,40.0%,60.00000000000001%,40.0,60.00000000000001,1.5735,-0.4737
1,PSO,2,100,60.00000000000001%,40.00000000000001%,60.00000000000001,40.00000000000001,1.509,-0.1433
1,PSO,2,100,80.0%,20.000000000000007%,80.0,20.000000000000007,1.5365,-0.6173
1,GA,2,20,100.0%,0.0%,20.0,0.0,0.6119,0.1337
1,GA,2,20,80.0%,20.0%,16.0,4.0,1.5465,-0.6792
1,GA,2,20,60.00000000000001%,40.0%,12.000000000000002,8.0,1.5503,-0.6834
1,GA,2,20,40.00000000000001%,60.00000000000001%,8.000000000000002,12.000000000000002,1.5494,-0.6834
1,GA,2,20,20.000000000000007%,80.0%,4.000000000000002,16.0,1.5495,-0.6834
1,PSO,2,20,0.0%,100.0%,0.0,20.0,1.5495,-0.6834
1,PSO,2,20,20.0%,80.0%,4.0,16.0,1.5508,-0.6831
1,PSO,2,20,40.0%,60.00000000000001%,8.0,12.000000000000002,1.4839,0.4144
1,PSO,2,20,60.00000000000001%,40.00000000000001%,12.000000000000002,8.000000000000002,1.508,-0.1209
1,PSO,2,20,80.0%,20.000000000000007%,16.0,4.000000000000002,1.4497,0.7657
1,GA,2,40,100.0%,0.0%,40.0,0.0,0.5939,-0.0301
1,GA,2,40,80.0%,20.0%,32.0,8.0,1.5497,-0.6835
1,GA,2,40,60.00000000000001%,40.0%,24.000000000000004,16.0,1.5491,-0.6833
1,GA,2,40,40.00000000000001%,60.00000000000001%,16.000000000000004,24.000000000000004,1.5499,-0.6835
1,GA,2,40,20.000000000000007%,80.0%,8.000000000000004,32.0,1.5495,-0.6834
1,PSO,2,40,0.0%,100.0%,0.0,40.0,1.5499,-0.6835
1,PSO,2,40,20.0%,80.0%,8.0,32.0,1.55,-0.6835
1,PSO,2,40,40.0%,60.00000000000001%,16.0,24.000000000000004,1.4553,0.7606
1,PSO,2,40,60.00000000000001%,40.00000000000001%,24.000000000000004,16.000000000000004,1.5946,-0.0096
1,PSO,2,40,80.0%,20.000000000000007%,32.0,8.000000000000004,1.586,-0.2197
1,GA,2,60,100.0%,0.0%,60.0,0.0,0.5007,0.0571
1,GA,2,60,80.0%,20.0%,48.0,12.0,1.5488,-0.6831
1,GA,2,60,60.00000000000001%,40.0%,36.00000000000001,24.0,1.5499,-0.6835
1,GA,2,60,40.00000000000001%,60.00000000000001%,24.000000000000004,36.00000000000001,1.5498,-0.6835
1,GA,2,60,20.000000000000007%,80.0%,12.000000000000004,48.0,1.5498,-0.6835
1,PSO,2,60,0.0%,100.0%,0.0,60.0,1.5498,-0.6835
1,PSO,2,60,20.0%,80.0%,12.0,48.0,1.5498,-0.6835
1,PSO,2,60,40.0%,60.00000000000001%,24.0,36.00000000000001,1.5647,-0.5987
1,PSO,2,60,60.00000000000001%,40.00000000000001%,36.00000000000001,24.000000000000004,1.5061,-0.0778
1,PSO,2,60,80.0%,20.000000000000007%,48.0,12.000000000000004,1.5038,-0.0251
1,GA,2,80,100.0%,0.0%,80.0,0.0,1.429,0.598
1,GA,2,80,80.0%,20.0%,64.0,16.0,0.6238,0.232
1,GA,2,80,60.00000000000001%,40.0%,48.00000000000001,32.0,1.5498,-0.6835
1,GA,2,80,40.00000000000001%,60.00000000000001%,32.00000000000001,48.00000000000001,1.5498,-0.6835
1,GA,2,80,20.000000000000007%,80.0%,16.000000000000007,64.0,1.5498,-0.6835
1,PSO,2,80,0.0%,100.0%,0.0,80.0,1.5498,-0.6835
1,PSO,2,80,20.0%,80.0%,16.0,64.0,1.5498,-0.6835
1,PSO,2,80,40.0%,60.00000000000001%,32.0,48.00000000000001,1.5743,-0.4599
1,PSO,2,80,60.00000000000001%,40.00000000000001%,48.00000000000001,32.00000000000001,1.5826,-0.2961
1,PSO,2,80,80.0%,20.000000000000007%,64.0,16.000000000000007,1.5767,-0.4162
1,GA,2,100,100.0%,0.0%,100.0,0.0,0.1949,0.4046
1,GA,2,100,80.0%,20.0%,80.0,20.0,1.5498,-0.6835
1,GA,2,100,60.00000000000001%,40.0%,60.00000000000001,40.0,1.5498,-0.6835
1,GA,2,100,40.00000000000001%,60.00000000000001%,40.00000000000001,60.00000000000001,1.5498,-0.6835
1,GA,2,100,20.000000000000007%,80.0%,20.000000000000007,80.0,1.5498,-0.6835
1,PSO,2,100,0.0%,100.0%,0.0,100.0,1.5498,-0.6835
1,PSO,2,100,20.0%,80.0%,20.0,80.0,1.5498,-0.6835
1,PSO,2,100,40.0%,60.00000000000001%,40.0,60.00000000000001,1.6029,0.2051
1,PSO,2,100,60.00000000000001%,40.00000000000001%,60.00000000000001,40.00000000000001,1.5542,-0.676
1,PSO,2,100,80.0%,20.000000000000007%,80.0,20.000000000000007,1.5139,-0.2503
1,GA,2,20,100.0%,0.0%,20.0,0.0,0.5226,-0.1182
1,GA,2,20,80.0%,20.0%,16.0,4.0,1.5496,-0.6834
1,GA,2,20,60.00000000000001%,40.0%,12.000000000000002,8.0,1.5491,-0.6833
1,GA,2,20,40.00000000000001%,60.00000000000001%,8.000000000000002,12.000000000000002,1.5507,-0.6832
1,GA,2,20,20.000000000000007%,80.0%,4.000000000000002,16.0,1.5498,-0.6835
1,PSO,2,20,0.0%,100.0%,0.0,20.0,1.5488,-0.683
1,PSO,2,20,20.0%,80.0%,4.0,16.0,1.5489,-0.6831
1,PSO,2,20,40.0%,60.00000000000001%,8.0,12.000000000000002,1.5522,-0.6812
1,PSO,2,20,60.00000000000001%,40.00000000000001%,12.000000000000002,8.000000000000002,1.5932,-0.045
1,PSO,2,20,80.0%,20.000000000000007%,16.0,4.000000000000002,0.5802,-0.1379
1,GA,2,40,100.0%,0.0%,40.0,0.0,0.9358,-0.4219
1,GA,2,40,80.0%,20.0%,32.0,8.0,1.5488,-0.683
1,GA,2,40,60.00000000000001%,40.0%,24.000000000000004,16.0,1.55,-0.6834
1,GA,2,40,40.00000000000001%,60.00000000000001%,16.000000000000004,24.000000000000004,1.5497,-0.6835
1,GA,2,40,20.000000000000007%,80.0%,8.000000000000004,32.0,1.5499,-0.6835
1,PSO,2,40,0.0%,100.0%,0.0,40.0,1.5499,-0.6835
1,PSO,2,40,20.0%,80.0%,8.0,32.0,1.5498,-0.6835
1,PSO,2,40,40.0%,60.00000000000001%,16.0,24.000000000000004,1.535,-0.6019
1,PSO,2,40,60.00000000000001%,40.00000000000001%,24.000000000000004,16.000000000000004,1.472,0.6168
1,PSO,2,40,80.0%,20.000000000000007%,32.0,8.000000000000004,1.4991,0.0833
1,GA,2,60,100.0%,0.0%,60.0,0.0,0.5476,-0.231
1,GA,2,60,80.0%,20.0%,48.0,12.0,1.5465,-0.6792
1,GA,2,60,60.00000000000001%,40.0%,36.00000000000001,24.0,1.5499,-0.6835
1,GA,2,60,40.00000000000001%,60.00000000000001%,24.000000000000004,36.00000000000001,1.5498,-0.6835
1,GA,2,60,20.000000000000007%,80.0%,12.000000000000004,48.0,1.5498,-0.6835
1,PSO,2,60,0.0%,100.0%,0.0,60.0,1.5498,-0.6835
1,PSO,2,60,20.0%,80.0%,12.0,48.0,1.5499,-0.6835
1,PSO,2,60,40.0%,60.00000000000001%,24.0,36.00000000000001,1.4499,0.7659
1,PSO,2,60,60.00000000000001%,40.00000000000001%,36.00000000000001,24.000000000000004,1.5636,-0.6106
1,PSO,2,60,80.0%,20.000000000000007%,48.0,12.000000000000004,1.4428,0.7413
1,GA,2,80,100.0%,0.0%,80.0,0.0,0.2244,0.4397
1,GA,2,80,80.0%,20.0%,64.0,16.0,1.5494,-0.6834
1,GA,2,80,60.00000000000001%,40.0%,48.00000000000001,32.0,1.5498,-0.6835
1,GA,2,80,40.00000000000001%,60.00000000000001%,32.00000000000001,48.00000000000001,1.5498,-0.6835
1,GA,2,80,20.000000000000007%,80.0%,16.000000000000007,64.0,1.5498,-0.6835
1,PSO,2,80,0.0%,100.0%,0.0,80.0,1.5498,-0.6835
1,PSO,2,80,20.0%,80.0%,16.0,64.0,1.5498,-0.6835
1,PSO,2,80,40.0%,60.00000000000001%,32.0,48.00000000000001,1.5135,-0.2418
1,PSO,2,80,60.00000000000001%,40.00000000000001%,48.00000000000001,32.00000000000001,1.5134,-0.2397
1,PSO,2,80,80.0%,20.000000000000007%,64.0,16.000000000000007,1.5249,-0.4615
1,GA,2,100,100.0%,0.0%,100.0,0.0,1.0909,0.1542
1,GA,2,100,80.0%,20.0%,80.0,20.0,1.5498,-0.6835
1,GA,2,100,60.00000000000001%,40.0%,60.00000000000001,40.0,1.5498,-0.6835
1,GA,2,100,40.00000000000001%,60.00000000000001%,40.00000000000001,60.00000000000001,1.5498,-0.6835
1,GA,2,100,20.000000000000007%,80.0%,20.000000000000007,80.0,1.5498,-0.6835
1,PSO,2,100,0.0%,100.0%,0.0,100.0,1.5498,-0.6835
1,PSO,2,100,20.0%,80.0%,20.0,80.0,1.5498,-0.6835
1,PSO,2,100,40.0%,60.00000000000001%,40.0,60.00000000000001,1.5969,0.0494
1,PSO,2,100,60.00000000000001%,40.00000000000001%,60.00000000000001,40.00000000000001,1.5349,-0.6008
1,PSO,2,100,80.0%,20.000000000000007%,80.0,20.000000000000007,1.597,0.0519
1,GA,2,20,100.0%,0.0%,20.0,0.0,0.2131,0.426
1,GA,2,20,80.0%,20.0%,16.0,4.0,0.399,0.1238
1,GA,2,20,60.00000000000001%,40.0%,12.000000000000002,8.0,1.5554,-0.6717
1,GA,2,20,40.00000000000001%,60.00000000000001%,8.000000000000002,12.000000000000002,1.5494,-0.6834
1,GA,2,20,20.000000000000007%,80.0%,4.000000000000002,16.0,1.5493,-0.6834
1,PSO,2,20,0.0%,100.0%,0.0,20.0,1.5505,-0.6833
1,PSO,2,20,20.0%,80.0%,4.0,16.0,1.5499,-0.6835
1,PSO,2,20,40.0%,60.00000000000001%,8.0,12.000000000000002,1.4503,0.7662
1,PSO,2,20,60.00000000000001%,40.00000000000001%,12.000000000000002,8.000000000000002,1.5634,-0.6126
1,PSO,2,20,80.0%,20.000000000000007%,16.0,4.000000000000002,1.2845,0.3071
1,GA,2,40,100.0%,0.0%,40.0,0.0,0.9118,-0.1647
1,GA,2,40,80.0%,20.0%,32.0,8.0,1.5488,-0.6831
1,GA,2,40,60.00000000000001%,40.0%,24.000000000000004,16.0,1.5473,-0.6811
1,GA,2,40,40.00000000000001%,60.00000000000001%,16.000000000000004,24.000000000000004,1.5491,-0.6833
1,GA,2,40,20.000000000000007%,80.0%,8.000000000000004,32.0,1.5499,-0.6835
1,PSO,2,40,0.0%,100.0%,0.0,40.0,1.55,-0.6835
1,PSO,2,40,20.0%,80.0%,8.0,32.0,1.5499,-0.6835
1,PSO,2,40,40.0%,60.00000000000001%,16.0,24.000000000000004,1.4702,0.6409
1,PSO,2,40,60.00000000000001%,40.00000000000001%,24.000000000000004,16.000000000000004,1.4496,0.7655
1,PSO,2,40,80.0%,20.000000000000007%,32.0,8.000000000000004,1.5787,-0.3775
1,GA,2,60,100.0%,0.0%,60.0,0.0,0.543,-0.2211
1,GA,2,60,80.0%,20.0%,48.0,12.0,1.5499,-0.6835
1,GA,2,60,60.00000000000001%,40.0%,36.00000000000001,24.0,1.5498,-0.6835
1,GA,2,60,40.00000000000001%,60.00000000000001%,24.000000000000004,36.00000000000001,1.5498,-0.6835
1,GA,2,60,20.000000000000007%,80.0%,12.000000000000004,48.0,1.5498,-0.6835
1,PSO,2,60,0.0%,100.0%,0.0,60.0,1.5498,-0.6835
1,PSO,2,60,20.0%,80.0%,12.0,48.0,1.5498,-0.6835
1,PSO,2,60,40.0%,60.00000000000001%,24.0,36.00000000000001,1.5596,-0.6465
1,PSO,2,60,60.00000000000001%,40.00000000000001%,36.00000000000001,24.000000000000004,1.4835,0.4222
1,PSO,2,60,80.0%,20.000000000000007%,48.0,12.000000000000004,1.5762,-0.4256
1,GA,2,80,100.0%,0.0%,80.0,0.0,0.8098,0.123
1,GA,2,80,80.0%,20.0%,64.0,16.0,1.5499,-0.6835
1,GA,2,80,60.00000000000001%,40.0%,48.00000000000001,32.0,1.5498,-0.6835
1,GA,2,80,40.00000000000001%,60.00000000000001%,32.00000000000001,48.00000000000001,1.5498,-0.6835
1,GA,2,80,20.000000000000007%,80.0%,16.000000000000007,64.0,1.5498,-0.6835
1,PSO,2,80,0.0%,100.0%,0.0,80.0,1.5499,-0.6835
1,PSO,2,80,20.0%,80.0%,16.0,64.0,1.5498,-0.6835
1,PSO,2,80,40.0%,60.00000000000001%,32.0,48.00000000000001,1.6104,0.3973
1,PSO,2,80,60.00000000000001%,40.00000000000001%,48.00000000000001,32.00000000000001,1.4913,0.2596
1,PSO,2,80,80.0%,20.000000000000007%,64.0,16.000000000000007,1.516,-0.2942
1,GA,2,100,100.0%,0.0%,100.0,0.0,0.9538,-0.4735
1,GA,2,100,80.0%,20.0%,80.0,20.0,1.5498,-0.6835
1,GA,2,100,60.00000000000001%,40.0%,60.00000000000001,40.0,1.5498,-0.6835
1,GA,2,100,40.00000000000001%,60.00000000000001%,40.00000000000001,60.00000000000001,1.5498,-0.6835
1,GA,2,100,20.000000000000007%,80.0%,20.000000000000007,80.0,1.5498,-0.6835
1,PSO,2,100,0.0%,100.0%,0.0,100.0,1.5498,-0.6835
1,PSO,2,100,20.0%,80.0%,20.0,80.0,1.5498,-0.6835
1,PSO,2,100,40.0%,60.00000000000001%,40.0,60.00000000000001,1.5704,-0.5235
1,PSO,2,100,60.00000000000001%,40.00000000000001%,60.00000000000001,40.00000000000001,1.5674,-0.5658
1,PSO,2,100,80.0%,20.000000000000007%,80.0,20.000000000000007,1.4489,0.7646
1,GA,2,20,100.0%,0.0%,20.0,0.0,0.7345,-0.3194
1,GA,2,20,80.0%,20.0%,16.0,4.0,1.2245,0.4275
1,GA,2,20,60.00000000000001%,40.0%,12.000000000000002,8.0,1.3517,-0.6596
1,GA,2,20,40.00000000000001%,60.00000000000001%,8.000000000000002,12.000000000000002,1.5506,-0.6833
1,GA,2,20,20.000000000000007%,80.0%,4.000000000000002,16.0,1.5501,-0.6834
1,PSO,2,20,0.0%,100.0%,0.0,20.0,1.5505,-0.6833
1,PSO,2,20,20.0%,80.0%,4.0,16.0,1.5501,-0.6834
1,PSO,2,20,40.0%,60.00000000000001%,8.0,12.000000000000002,1.5284,-0.5169
1,PSO,2,20,60.00000000000001%,40.00000000000001%,12.000000000000002,8.000000000000002,1.5484,-0.6827
1,PSO,2,20,80.0%,20.000000000000007%,16.0,4.000000000000002,1.5015,0.0279
1,GA,2,40,100.0%,0.0%,40.0,0.0,1.1134,-0.2265
1,GA,2,40,80.0%,20.0%,32.0,8.0,0.1277,0.5302
1,GA,2,40,60.00000000000001%,40.0%,24.000000000000004,16.0,1.5502,-0.6834
1,GA,2,40,40.00000000000001%,60.00000000000001%,16.000000000000004,24.000000000000004,1.5498,-0.6835
1,GA,2,40,20.000000000000007%,80.0%,8.000000000000004,32.0,1.5499,-0.6835
1,PSO,2,40,0.0%,100.0%,0.0,40.0,1.5498,-0.6835
1,PSO,2,40,20.0%,80.0%,8.0,32.0,1.5504,-0.6833
1,PSO,2,40,40.0%,60.00000000000001%,16.0,24.000000000000004,1.4501,0.7661
1,PSO,2,40,60.00000000000001%,40.00000000000001%,24.000000000000004,16.000000000000004,1.6077,0.329
1,PSO,2,40,80.0%,20.000000000000007%,32.0,8.000000000000004,1.3796,-0.3916
1,GA,2,60,100.0%,0.0%,60.0,0.0,0.6359,0.3046
1,GA,2,60,80.0%,20.0%,48.0,12.0,1.5517,-0.6821
1,GA,2,60,60.00000000000001%,40.0%,36.00000000000001,24.0,1.5494,-0.6834
1,GA,2,60,40.00000000000001%,60.00000000000001%,24.000000000000004,36.00000000000001,1.5498,-0.6835
1,GA,2,60,20.000000000000007%,80.0%,12.000000000000004,48.0,1.5498,-0.6835
1,PSO,2,60,0.0%,100.0%,0.0,60.0,1.5498,-0.6835
1,PSO,2,60,20.0%,80.0%,12.0,48.0,1.5512,-0.6828
1,PSO,2,60,40.0%,60.00000000000001%,24.0,36.00000000000001,1.4498,0.7658
1,PSO,2,60,60.00000000000001%,40.00000000000001%,36.00000000000001,24.000000000000004,1.4501,0.7661
1,PSO,2,60,80.0%,20.000000000000007%,48.0,12.000000000000004,1.4459,0.7565
1,GA,2,80,100.0%,0.0%,80.0,0.0,0.5915,-0.0506
1,GA,2,80,80.0%,20.0%,64.0,16.0,1.5499,-0.6835
1,GA,2,80,60.00000000000001%,40.0%,48.00000000000001,32.0,1.5498,-0.6835
1,GA,2,80,40.00000000000001%,60.00000000000001%,32.00000000000001,48.00000000000001,1.5498,-0.6835
1,GA,2,80,20.000000000000007%,80.0%,16.000000000000007,64.0,1.5498,-0.6835
1,PSO,2,80,0.0%,100.0%,0.0,80.0,1.5498,-0.6835
1,PSO,2,80,20.0%,80.0%,16.0,64.0,1.5498,-0.6835
1,PSO,2,80,40.0%,60.00000000000001%,32.0,48.00000000000001,1.5726,-0.4888
1,PSO,2,80,60.00000000000001%,40.00000000000001%,48.00000000000001,32.00000000000001,1.5218,-0.4071
1,PSO,2,80,80.0%,20.000000000000007%,64.0,16.000000000000007,1.5303,-0.5441
1,GA,2,100,100.0%,0.0%,100.0,0.0,1.3723,-0.5059
1,GA,2,100,80.0%,20.0%,80.0,20.0,1.5497,-0.6835
1,GA,2,100,60.00000000000001%,40.0%,60.00000000000001,40.0,1.5498,-0.6835
1,GA,2,100,40.00000000000001%,60.00000000000001%,40.00000000000001,60.00000000000001,1.5498,-0.6835
1,GA,2,100,20.000000000000007%,80.0%,20.000000000000007,80.0,1.5498,-0.6835
1,PSO,2,100,0.0%,100.0%,0.0,100.0,1.5498,-0.6835
1,PSO,2,100,20.0%,80.0%,20.0,80.0,2.9607,13.3789
1,PSO,2,100,40.0%,60.00000000000001%,40.0,60.00000000000001,1.5651,-0.5941
1,PSO,2,100,60.00000000000001%,40.00000000000001%,60.00000000000001,40.00000000000001,1.4497,0.7657
1,PSO,2,100,80.0%,20.000000000000007%,80.0,20.000000000000007,2.7474,7.9531
1,GA,2,20,100.0%,0.0%,20.0,0.0,1.2032,0.0612
1,GA,2,20,80.0%,20.0%,16.0,4.0,1.5482,-0.6825
1,GA,2,20,60.00000000000001%,40.0%,12.000000000000002,8.0,1.5502,-0.6834
1,GA,2,20,40.00000000000001%,60.00000000000001%,8.000000000000002,12.000000000000002,1.5491,-0.6833
1,GA,2,20,20.000000000000007%,80.0%,4.000000000000002,16.0,1.5462,-0.6784
1,PSO,2,20,0.0%,100.0%,0.0,20.0,1.5501,-0.6834
1,PSO,2,20,20.0%,80.0%,4.0,16.0,1.5498,-0.6835
1,PSO,2,20,40.0%,60.00000000000001%,8.0,12.000000000000002,1.4759,0.5582
1,PSO,2,20,60.00000000000001%,40.00000000000001%,12.000000000000002,8.000000000000002,1.5608,-0.637
1,PSO,2,20,80.0%,20.000000000000007%,16.0,4.000000000000002,1.9554,-0.1304
1,GA,2,40,100.0%,0.0%,40.0,0.0,1.1945,-0.1026
1,GA,2,40,80.0%,20.0%,32.0,8.0,1.5495,-0.6834
